word,count
회복하다,1
사이사이,1
타파,1
버스,1
듬뿍,1
옛날,1
후레쉬맨,1
삼계탕,1
야식,1
탑승,1
체질,1
한다해,1
절박,1
간절하다,1
시종일관,1
승전,1
된거,1
얼개,1
장난,1
레전드,1
스킵,1
균열,1
개조,1
황당하다,1
맥락,1
혼성,1
개운,1
어둠,1
애절하다,1
힘차다,1
컬래버레이션,1
가야,1
거구,1
무사하다,1
유쾌하다,1
톤앤,1
매너,1
피자,1
탕수육,1
며칠,1
어느새다,1
머금으,1
또르르,1
요구,1
올바르다,1
컴플렉스,1
걸음,1
부담,1
단정하다,1
이용,1
츄핑,1
명성,1
일수,1
무수,1
틈새,1
수능,1
금지곡,1
지정,1
어쩐지,1
중학생,1
감촉,1
확고하다,1
입가,1
맴도,1
앙상블,1
얼핏,1
흘렸슨,1
우아아앙,1
잡기,1
화학,1
최소한,1
예의,1
이자,1
오늘날,1
기준,1
부응,1
길이,1
정직하다,1
명백하다,1
서구,1
기독교,1
연차,1
화끈하다,1
삭제,1
블랙코미디,1
여유,1
글자,1
남녀,1
슬로우,1
멜론,1
팔이,1
한의사,1
함부로,1
희화,1
성숙하다,1
작다,1
발목,1
유아,1
게이,1
컴퓨터,1
복잡하다,1
매듭,1
중심,1
짱구,1
극장판,1
장땡,1
없욜마,1
경쾌하다,1
감안,1
피치피치핏치,1
서든,1
감명,1
유니크,1
안정,1
홀릴,1
입맛,1
겨냥,1
지대,1
파급,1
평가,1
이제야,1
모히칸,1
짝퉁,1
한창,1
방탄,1
당시,1
부실하다,1
건너,1
조카,1
사가,1
부모님,1
느리다,1
경복궁,1
시마,1
전생,1
직설,1
포장,1
입체,1
카리스마,1
털털,1
제작비,1
빡빡,1
워킹,1
투비,1
운명론,1
변하다,1
운명,1
허니,1
번만,1
여섯,1
열광,1
국제,1
특별,1
상영,1
쾌적하다,1
팬미팅,1
완곡했,1
덕이,1
매번,1
피곤하다,1
간단하다,1
꼬마,1
흡사,1
가부장제,1
부역,1
삼각관계,1
진지하다,1
어설프다,1
사람인,1
고심,1
성적,1
따뜻하다,1
가락,1
본연,1
여자아이,1
굳이,1
선곡,1
삼위일체,1
일주일,1
상하,1
취저,1
조급하다,1
학국,1
관련,1
빠순이,1
고통스럽다,1
나머진,1
모음,1
훅킹,1
미흡하다,1
타자,1
주행,1
샤머니즘,1
기반,1
배합,1
울음,1
이드,1
쮸음,1
망붕러,1
묵은지,1
참치,1
초가집,1
낙산,1
기절,1
치히로,1
열차,1
얼추,1
유구,1
스탑모션,1
포용,1
간만,1
드림웍스,1
이외,1
달빛,1
요정,1
세일러문,1
사물,1
이노,1
존나,1
찬성,1
러스,1
흥미진진,1
단순,1
로움,1
지소,1
오늘,1
또리,1
저녁,1
날수,1
부모,1
황금,1
디스,1
무너트렸,1
백만,1
고프다,1
해주,1
잔치,1
호듭갑,1
아이돌판,1
숭배,1
마스코트,1
서씨,1
영화인,1
트라우마,1
극복,1
눈앞,1
휴지통,1
것임,1
일링,1
반영,1
미가,1
여걸,1
찬가,1
부산스럽다,1
곁길,1
직진,1
간지럽다,1
아빠,1
에피소드,1
볼일,1
매혹,1
야하다,1
가치관,1
초현,1
실로,1
속삭임,1
물리,1
아기,1
지루함,1
미쳣,1
발자국,1
정답,1
음악상,1
노미,1
모로,1
씨퀄,1
속절없다,1
맙니,1
매쉬업,1
이보,1
찡하다,1
쪽바리,1
해감,1
미도,1
쭐쭐쭐,1
개재,1
밌엌,1
장편,1
기용,1
피디,1
거듭,1
궁궐,1
나오니,1
청담대교,1
호선,1
뚝섬유원지역,1
듀스,1
럽미,1
롸잇,1
앤드류,1
케빈,1
똑같다,1
환호,1
아아,1
색깔,1
납작하다,1
보호자,1
배속,1
탕후루,1
대립,1
상업성,1
개체,1
증말,1
심드렁하다,1
친근하다,1
서브,1
특화된,1
굵직하다,1
중인,1
도운,1
안좋다,1
리가,1
신뢰,1
신념,1
하라,1
만회,1
방법,1
행동,1
동물,1
꼼꼼하다,1
브랜드,1
각인,1
아트워크,1
력도,1
불편하다,1
한몫,1
예정,1
포옹,1
다큐,1
황금색,1
오로라,1
천년,1
만년,1
제대,1
음향,1
넥스트,1
도어,1
블랙,1
핑크,1
비거,1
보넥,1
번창,1
응용,1
재치,1
외고집,1
틈틈하다,1
단어,1
사장,1
동양,1
는걸,1
검다,1
인의,1
모에,1
엮기,1
이스터,1
아주머니,1
호도,1
편집,1
구간,1
창의,1
불쌍하다,1
저하,1
청년,1
자격,1
콘셉트,1
심정,1
향수,1
제사,1
코멘트,1
기회,1
혼돈,1
질서,1
순식간,1
어깨춤,1
외적,1
제일,1
수치심,1
댓글,1
크레딧,1
필름,1
애니매이션,1
움직임,1
폭발,1
서서히,1
복근,1
소년,1
졸잼,1
히데,1
코지,1
오덕,1
낭비하다,1
하이라이트,1
줄줄,1
버금,1
조절,1
대부분,1
편의,1
매일,1
인연,1
슬프다,1
당장,1
오라,1
오스트,1
머릿속,1
삿포로,1
버추,1
로봇,1
빗겨,1
코믹,1
뒷받침,1
이펙트,1
맥스,1
주변,1
진정,1
데이트,1
아가,1
구석구석,1
충격,1
뮤뱅,1
기기,1
빡센,1
오프,1
보컬,1
수저,1
휴지,1
절의,1
마운,1
아시아,1
배경인,1
훌쩍,1
열정,1
다주,1
인스타,1
탐색,1
노고,1
심하다,1
오엠,1
애국,1
몬스터,1
빅스,1
도무지,1
막상,1
판권,1
실사,1
공교,1
시초,1
자회사,1
출발,1
뮤지션,1
임무,1
수행,1
전용기,1
작살,1
컵라면,1
무술,1
장비,1
액세서리,1
노리개,1
공식,1
비싸다,1
사고,1
비공식,1
국립,1
중앙,1
박물관,1
뱃지,1
품절,1
메기,1
비롯,1
스태프,1
히트,1
젠장,1
라라,1
존엄,1
박해,1
도입,1
부가,1
조선시대,1
기생,1
구도,1
기간,1
도착,1
한지,1
분도,1
심장,1
낙하산,1
젊은이,1
직업,1
명감,1
희생,1
노스탤지어,1
노화,1
건조하다,1
춱춱해짐,1
붐업,1
책임감,1
어깨,1
클립,1
경이,1
플레이,1
리스트,1
러블리,1
큐티큐티,1
교포,1
쏠쏠,1
과언,1
마스,1
어서,1
볼땐,1
걱정,1
각박하다,1
개인주의,1
가치,1
난해하다,1
요약,1
정석,1
어머니,1
손맛,1
거임,1
여태껏,1
일절,1
힙해,1
엔터테인먼트,1
개잼,1
트롤,1
강렬하다,1
양념,1
지브리,1
잔칫상,1
서막,1
전도,1
다이나믹,1
대사도,1
사우나,1
부대,1
찌게,1
어머나,1
금단,1
뭉개져,1
모자,1
거도,1
그지같다,1
전만,1
해도,1
취급,1
확신,1
결의,1
빠져듬,1
대거,1
로써,1
오락,1
서도,1
일부,1
요리사,1
구수하다,1
씬스틸러,1
킹덤,1
아웃,1
신앙,1
차갑다,1
도전,1
기엽,1
당분간,1
담당,1
블핑같다,1
제니,1
레퍼런스,1
은운,1
영환,1
빻았,1
아이엠,1
실력,1
맛집,1
상관,1
근래,1
위대하다,1
쩐다,1
질질,1
만날,1
마스크,1
디패,1
심혈,1
회의,1
정상,1
미제,1
러시아,1
저건,1
아무렇다,1
프랑스인,1
창가,1
지로,1
복잡,1
저걸,1
작업,1
시발,1
굳다,1
로망스,1
이중생활,1
일인,1
어떡하다,1
타이거,1
귀엽꼬,1
자국,1
설계,1
그동안,1
순전하다,1
촘촘,1
그물,1
추구,1
나은,1
걸왜,1
를소,1
근거,1
제시,1
흡입,1
절실,1
민감하다,1
부대찌개,1
설렁탕,1
리듬게임,1
환장하다,1
고스,1
러브스토리,1
론데,1
나와라,1
영화관,1
흥이,1
기차,1
유흥,1
측면,1
노리,1
막스,1
배정,1
평생,1
르네상스,1
추억,1
가사도,1
충만,1
스텝,1
무척,1
라이엇,1
유산,1
작정,1
징크스,1
차트,1
상위,1
애국심,1
라멘,1
반신반의,1
제주도,1
만남,1
마침,1
기성세대,1
어찌,1
타인,1
되돌리기,1
어처구니,1
미남,1
순수,1
띵작,1
촘촘하,1
저희,1
자고,1
나답,1
산다,1
고수,1
개척,1
크레이지,1
요리,1
중도,1
후회,1
차력,1
씨실,1
날실,1
어려움,1
속마음,1
의식,1
환자,1
밀도,1
이벤트,1
끊임없다,1
인간성,1
호소,1
최선,1
방어,1
실천,1
영점,1
연발,1
감칠맛,1
그릇,1
찰흙,1
러브,1
풍경,1
고고,1
억압,1
절망,1
덥다,1
필요,1
외모,1
엘사,1
쉘린,1
초기,1
술술,1
방해,1
지경,1
재밋음,1
볼거리,1
각설이,1
이만,1
뭐해,1
전개도,1
흠뻑,1
왕유,1
와우,1
자타공인,1
얼렁뚱땅,1
유대,1
점수,1
기일,1
뜨겁다,1
스루,1
왓챠,1
선의,1
레파,1
토리,1
웹툰,1
등급,1
체감,1
훌륭,1
까무러치,1
다시금,1
다인,1
목표,1
형태,1
세번,1
올해,1
마법소녀,1
도파민,1
감기,1
맵다,1
러버,1
상승,1
자매,1
보시,1
대세,1
리스닝,1
오마주,1
패러디,1
놀랍다,1
기본,1
매체,1
심심하다,1
확보,1
구석,1
민족,1
어쨌거,1
천국,1
계단,1
흥겹다,1
응당,1
산신,1
인지,1
보유,1
희망이,1
자료,1
조사,1
생전,1
동네,1
촬영,1
떡볶이,1
부강,1
풍족하다,1
족하,1
무력,1
경제력,1
넉넉하다,1
회차,1
주룩주룩,1
자막,1
바쁘다,1
교훈,1
이입,1
뜨끈하다,1
집밥,1
중국,1
어메이징,1
옆집,1
트위터,1
피드,1
쇼츠,1
인터넷,1
등지,1
관광,1
공사,1
홍보,1
무려,1
레지옹,1
대하,1
웨딩피치,1
화해,1
트리스,1
안되다,1
스토리텔링,1
레퍼런스들,1
노랫소리,1
장각,1
김시스터즈,1
리지,1
송도,1
쿠키,1
계승,1
케이팝스타,1
가무,1
톡톡하다,1
파일,1
